name,phone_numbers,email,websites,yearEstablished,acceptsVolunteers,facebookLink,twitterLink,linkedinLink,instagramLink,logo,address_line1,address_line2,address_line3,address_city,address_stateOrRegion,address_zipOrPostcode,address_country,address_countryCode,latitude,longitude,facilityTypeId,operatorTypeId,affiliationTypeIds,description,area,numberDoctors,capacity,procedure,equipment,capability,specialties,source_doc
Amen Scientific Herbal Hospital – Klagon Branch,['+233 (0) 207 977 941'],,[],,,,,,,,Klagon Branch,,,Klagon,Ghana,,,,,,,,,"We are expert in stroke, fertility and chronic diseases. At Amen Scientific Herbal Hospital, We apply many therapies including phytotherapy, naturopathy and homeopathy.",,,,['Provides phytotherapy' 'Provides naturopathy' 'Provides homeopathy'],[],"['Located at Klagon Branch'
 'Specializes in stroke, fertility and chronic diseases'
 'Staffing includes dedicated skilled professionals'
 'Offers therapies including phytotherapy, naturopathy and homeopathy']",,CSV Seed
American International Hospital,['+233303319319'],Aihospitaltema@gmail.com,[],,,,,,,,Community 22 Junction,,,Tema,Ghana,,,,,,,,,"AIH lab & X-ray Center performs medical lab tests, X-rays, and ultrasound scans.",,,,"['Performs medical lab tests' 'Offers X-ray imaging services'
 'Provides ultrasound scans']","['X-ray imaging equipment' 'Ultrasound imaging equipment'
 'Medical laboratory equipment']","['Diagnostic Center located at Community 22 Junction, Tema, Ghana'
 'Phone: +233 30 331 9319' 'Email: aihospitaltema@gmail.com'
 'Affiliated with American International Hospital']",,CSV Seed
American_Rejuvenation Clinic,['+233302955966'],americanrejuv45@gmail.com,['myamericanrejuvenation.com'],,,,,,,,64 garden street East Legon,,,Accra,Greater Accra,,,,,,,,,"General Health, Anti-Aging , Preventive Health, Health Management and Hormone Replacement.",,,,[],[],"['Located at 64 Garden Street, East Legon, Accra, Ghana'
 'Phone number +233 30 295 5966' 'Email address americanrejuv45@gmail.com'
 'Offers general health, anti-aging, preventive health, health management and hormone replacement services'
 'Page category: Physical Therapist']",,CSV Seed
Anane Aya Maternity Home,['+233242156841'],,[],,,,,,,,"Akwasiase Hn Ak 21, Ghana",,,Unknown,Ashanti,,,,,,,,,"Anane Aya Maternity Home is a private maternity home in Ashanti, Akwasiase Ghana.",,,,[],[],[],,CSV Seed
Aneeja Hospital,[],administration@aneeja-hospital.com,[],,,,,,,,JPRQ+HX Accra,,,Accra,Ghana,,,,,,,,,"Ghana's finest French-English hospital. Our medical team consists of 87 French and Ghanaian medical professionals who are at your service 24/7, with French-English bilingual co-founders, a consultant surgeon and a paediatrician. The hospital consists of a team of general practitioners, surgeons & anaesthetists, paediatricians, gynaecologists, an urologist, a physiotherapist, optometrists, dentists, midwives and nurses. It disposes of two operating theatres with a recovery room, an IVF unit, three children’s wards (including one VIP) in the paediatric section, VIP and common wards with an overall capacity of thirty-nine beds, a delivery and lying-in ward, a well-equipped standard laboratory, medical imaging services (Ultrasound & ECG), and a treatment room. NHIS and other private insurance clients are welcome; Ghanaians and foreigners benefit from the same rates.",,,39.0,"['Provides obstetric deliveries in the delivery and lying-in ward'
 'Offers In-Vitro Fertilization (IVF) procedures at an IVF Unit'
 'Provides cosmetic and reconstructive surgical procedures'
 'Performs general surgical procedures through the Surgery department']","['Two operating theatres with a recovery room'
 'Medical imaging services include ultrasound and electrocardiography (ECG)'
 'A well-equipped standard laboratory' 'Treatment room']","['Located at JPRQ+HX Accra, Tantra Hill, Accra'
 'Has 87 French and Ghanaian medical professionals available 24/7'
 'Emergency services operate 24/7'
 'Overall bed capacity of 39 beds (VIP and common wards)'
 'Three paediatric wards (including one VIP) in the paediatric section'
 'Delivery ward and lying-in ward' 'In-Vitro Fertilization (IVF) Unit'
 'NHIS and other private insurance clients welcome'
 'Departments include Medical & Emergency; Surgery; Cosmetic & Reconstructive Surgery; Paediatrics; Dentistry; Ophthalmology; Fertility & IVF Center; Gynaeco-Obstetric; Clinical Laboratory'
 'Urologist on staff' 'Physiotherapist; Optometrists; Dentists available']",,CSV Seed
Anfoega Catholic Hospital,[],,[],,,,,,,,,,,Anfoega,Volta Region,,,,,,,,,"Anfoega Catholic Hospital, a District Hospital located in Anfoega, Volta Region, Ghana",,,,[],[],"['Anfoega Catholic Hospital is a district hospital located in Anfoega, North Tongu District, Volta Region, Ghana'
 'Diocese: Accra'
 'Part of the Catholic Health Service Trust (CHST) Hospitals'
 'GPS address: VD-0021-7321']",,CSV Seed
Angela Catholic Clinic,['+233246471231'],,['angelacatholicclinic.com'],,,,,,,,P.O Box BK 706,,,New Takoradi,Western Region,,,,,,,,,"The clinic is situated near Kerstin Int.School at Sehwi-Yawmatwa in the Bia-West District, Western Region, Ghana.",,,,[],[],[],,CSV Seed
Anhwiaso Health Centre,['+233244986107'],,[],,,,,,,,P.O.BOX 108,,,Unknown,Ghana,,,,,,,,,Health Centre with general medical services; NHIS accredited.,,,,[],[],"['Government-owned health centre' 'Location: P.O. Box 108, SEFWI ANHWIASO'
 'Telephone: 031-931-39 / 024-498-610-7' 'Services: General'
 'NHIS accredited: yes']",,CSV Seed
Ankaful Leprosy & General Hospital,['+233501521342'],,[],,,,,,,,Ankaful,,,Ankaful,KEEA,,,,,,,,,Specialist (Leprosy & other Skin conditions) and General Hospital - Ankaful,,,,[],[],"['Specializes in leprosy and other skin conditions'
 'Is a general hospital in Ankaful, Ghana'
 'Has an Antenatal Care (ANC) unit'
 'Hosts Pregnancy School sessions for expectant mothers at the ANC unit'
 'Next Pregnancy School session is scheduled for 21 March 2025'
 'ANC unit provides education on antenatal care, nutrition, safe delivery, and newborn care'
 'Located in Ankaful, KEEA, Ghana']",,CSV Seed
Ankaful Psychiatric Hospital,['+233501490550'],info@ankafulpsychiatrichhospital.org,['ankafulpsychiatrichhospital.org'],,,,,,,,,,,Cape Coast,Ghana,,,,,,,,,The leading hospital in mental health care in Ghana and the Sub region - Center of Excellence -,,,,[],[],[],,CSV Seed
Anwiam Hospital,['+233267913787'],info.anwiamhospital@gmail.com,['anwiam-hospital-limited.business.site'],,,,,,,,Dr. Gabriel Boakye Street,,,Kumasi,Ghana,,,,,,,,,"Our services includes 24hr Emergency Care, General Medical Services, Internal Medicine, Surgery, Obstetrics and Gynecology, Psychiatry, Pain Medicine, etc. We also offer laboratory and medical imaging services like Full blood count, E.C.G, Ultra Sound, e.t.c",,,,[],[],"['Provides 24/7 emergency care' 'Provides General Medical Services'
 'Provides Internal Medicine' 'Provides Surgery'
 'Provides Obstetrics and Gynecology' 'Provides Psychiatry'
 'Provides Pain Medicine'
 'Provides on-site laboratory and medical imaging services including Full blood count, ECG and Ultrasound'
 'Located at Dr. Gabriel Boakye Street, Afful-Nkwanta, Kumasi, Ghana'
 'Phone +233 26 791 3787' 'Email info.anwiamhospital@gmail.com']",,CSV Seed
Anyaa Polyclinic,['+233207814406'],anyaapolyclinic2@gmail.com,[],,,,,,,,"Anyaa Market, Ablekuma-Pokuase Highway",,,Accra,Ghana,,,,,,,,,,,,,[],[],"['Located at Anyaa Market, Ablekuma-Pokuase Highway, Accra, Ghana'
 'Phone number +233 20 781 4406' 'Email anyaapolyclinic2@gmail.com'
 'Always open' 'Observes World Antimicrobial Resistance (AMR) Day'
 'Acknowledges World AMR Awareness Week (Nov 18–24)']",,CSV Seed
Anyinasuso Maternity Home,[],,[],,,,,,,,,,,Anyinasuso,Ashanti,,,,,,,,,"Anyinasuso Maternity Home is a private maternity home in Ashanti, Anyinasuso Ghana.",,,,[],[],[],,CSV Seed
Anyinasusu SDA Centre,[],,[],,,,,,,,,,,Anyinasusu,Ashanti,,,,,,,,,"Anyinasusu SDA Centre is a chag clinic in Ashanti, Anyinasusu Ghana.",,,,[],[],[],,CSV Seed
"Apatrapa Hospital, Tepa, Ghana",[],,[],,,,,,,,,,,Tepa,Ghana,,,,,,,,,,,,,"['Offers ultrasound imaging (ultrasound scan).'
 'Provides electrocardiogram (ECG).']",[],"['Located at Apatrapa Hospital, Tepa, Ghana.'
 'Phone number: +233 50 900 8124.' 'Open now.'
 'Curbside pickup is available.'
 'Laboratory reports, ultrasound results, and ECG results are confidential.']",,CSV Seed
APOWA HEALTH CENTRE,['+233242243653' '+233209261873'],,[],,,,,,,,OPPOSITE GLED ACADEMY/OPHANAGE HOME,,,Agona Nkwanta,Ghana,,,,,,,,,"Type: Health Centre; Ownership: Government; Location: OPPOSITE GLED ACADEMY/OPHANAGE HOME, APOWA, C/O DHA BOX 49, AGONA NKWANTA; Services: General; NHIS accredited: yes",,,,[],[],"['Government-owned health centre'
 'Located opposite GLED ACADEMY/OPHANAGE HOME, APOWA, C/O DHA BOX 49, AGONA NKWANTA'
 'Offers general health services' 'Facility type: Health Centre'
 'NHIS accredited: yes']",,CSV Seed
Ares Centre of Excellence - Ghana,['+233243955981'],,['bloommedicalcentre.com'],,,,,,,,"International Maritime Hospital, Community 3",,,Tema,Ghana,,,,,,,,,Ares Centre of Excellence is a specialist referral hospital and medical logistics services provider now operating in Ghana at the International Maritime Hospital.,,,,[],[],"['Functions as a specialist referral hospital and medical logistics services provider'
 'Operates in Ghana at the International Maritime Hospital, Tema'
 'Headquartered in Romania with partnerships in thirteen cities'
 'Has a publicly listed contact phone number +233 24 395 5981']",,CSV Seed
Arthurs Clinic & Prostate Center,['+233203522579'],arthursclinic@gmail.com,['arthursclinic.com'],,,,,,,,10 Odoi Yeboah Road,,,Accra,Ghana,,,,,,,,,An ultramodern health facility in the heart of Accra that uses natural health medications for all treatments. We are among the leading specialists in Prostate Management and treatment.,,,,[],[],"['Specializes in prostate management and treatment'
 'Ultramodern health facility located in the heart of Accra'
 'Uses natural health medications for all treatments'
 'Located at 10 Odoi Yeboah Road, Nima Police Junction, Accra, Ghana'
 'Phone number +233 20 352 2579' 'Email arthursclinic@gmail.com'
 'Website arthursclinic.com'
 'Arthurs Clinic & Prostate Center is the organization referenced in the content']",,CSV Seed
Asafo Agyei Hospital Daban,[],kasafoagyei@yahoo.co.uk,['asafoagyeihospital.com'],,,,,,,,Old Bekwai road,,,Kumasi,Ghana,,,,,,,,,,,,,[],[],"['Located on Old Bekwai road, Kumasi, Ghana' 'Always open'
 'Has website https://www.asafoagyeihospital.com'
 'Email kasafoagyei@yahoo.co.uk'
 'Facebook page Asafo Agyei Hospital Daban']",,CSV Seed
Asafo Boakye Specialist Hospital,['+233249090941'],,[],,,,,,,,Santasi Ahenema Kokoben Kumasi,,,Kumasi,Ghana,,,,,,,,,Hospital,,,,[],[],"['Open 24 hours a day' 'Location: Santasi Ahenema Kokoben, Kumasi, Ghana'
 'Phone: +233 24 909 0941' 'Price range: $$' 'Category: Hospital'
 'Facebook page is an unofficial page for Asafo Boakye Specialist Hospital'
 'Page creation date: January 24, 2016' 'Has 272 likes'
 'Has 272 followers' '767 check-ins here']",,CSV Seed
Asamang Seventh-day Adventist Hospital,['+233322098507'],[email protected],[],1984.0,,https://www.facebook.com/Asamang-SDA-Hospital-100569854662889,,,,,P.O. Box 33,,,Asamang,Ghana,,,,,,,,,Asamang Seventh-day Adventist Hospital established 1984; part of Greater Kumasi Ghana Union Conference.,,,108.0,[],[],"['Established in 1984.' 'Has 108 patient beds.'
 'Organizational unit is Greater Kumasi Ghana Union Conference.'
 'Address is P.O. Box 33, Agona, Asamang, Ghana.'
 'Telephone number is 233 (32) 209-8507.'
 'Medical Director is Robert Kusi Acheampong.'
 'Board of Governors includes Akwasi Boateng as Chair and Robert Kusi Acheampong as Secretary.'
 'Administrator is Richard Osei Amaniampong.'
 'Nurse Manager is Leticia Wiredu.' 'Pharmacist is Kwame Opoku Agyemang.'
 'Accountant is Kwabena Owusu Sekyere.' 'Chaplain is Paul Opoku-Boateng.'
 'Seventh-day Adventist Midwifery Training College, Asamang is affiliated with Asamang Seventh-day Adventist Hospital.'
 'Associated college address is P.O. Box GN 37, Agona, Asamang, Ghana.'
 'Telephone for college is 233 (322) 961-546.'
 'Principal of the college is Yvonne Asiedu.'
 'Accountant for the college is Eric Omane.'
 'Chaplain for the college is Paul Opoku Boateng.'
 'Board of Directors (college) include Akwasi Boateng as Chair and Yvonne Asiedu as Secretary.'
 'System codes: EntityID 13523; OrgMastID A7O1AS.']",,CSV Seed
Asawinso Seventh-day Adventist Clinic,['+233242505507'],,[],,,,,,,,P.O. Box 16,,,Sefwi Asawinso,Ghana,,,,,,,,,Organizational Unit: Western North Ghana Conference. Telecommunications: Telephone: +233 (24) 250-5507. Address: P.O. Box 16; Sefwi Asawinso; Ghana.,,,,[],[],[],,CSV Seed
Ashaiman - MDC,['+2333 24 749 8254' '+233 20 251 8833'],info@wellnestgh.com,[],,,,,,,,"Nana Frimpong Close, Ashaiman Polyclinic, Tema",,,Tema,Ghana,,,,,,,,,,,,,"['Performs ultrasound imaging' 'Performs X-ray imaging'
 'Performs ECG testing' 'Provides tele-radiology services']","['Ultrasound equipment' 'X-ray equipment' 'ECG equipment'
 'Tele-radiology system']","['Ashaiman - MDC operates as a Medical Diagnostic Center in Ghana'
 'Opening hours: Monday–Friday 08:00–17:00; Saturday 09:00–14:00; Sunday and holidays closed'
 'Location: Nana Frimpong Close, Ashaiman Polyclinic, Tema, Ghana'
 'Contact: +2333 24 749 8254 / +233 20 251 8833'
 'Email: info@wellnestgh.com']",,CSV Seed
Asokore RCH,[],,[],,,,,,,,,,,Koforidua,Ghana,,,,,,,,,,,,,[],[],"['Open 24/7' 'Located in Koforidua, Ghana'
 'Identified as a hospital on Facebook'
 'Has had 1,147 check-ins on Facebook']",,CSV Seed
Assin Nyankomasi CHPS Compoun,[],,[],,,,,,,,,,,Asin,Ghana,,,,,,,,,,,,,[],[],[],,CSV Seed
Asuofua Gov. Health Centre,[],,[],,,,,,,,,,,Asuofia,Ghana,,,,,,,,,,,,,[],[],"['Located in Asuofia, Ghana' 'Operates 24/7'
 'Listed as a hospital on Facebook']",,CSV Seed
ATEBUBU DISTRICT HOSPITAL,['+233242856541'],,[],,,,,,,,ATEBUBU,,,Atebubu,Brong Ahafo Region,,,,,,,,,Services: General; NHIS accredited: yes,,,,['Facility name: ATEBUBU DISTRICT HOSPITAL is a Primary Hospital? Wait - we should not make statements about'],[],[],,CSV Seed
Atebubu Government Hospital,[],,[],,,,,,,,Atebubu-Kwadjokrom Road,,,Atebubu,Ghana,,,,,,,,,Hospital,,,,[],[],"['Located on Atebubu-Kwadjokrom Road, Atebubu, Ghana.'
 'Listed as a hospital on Facebook.' 'Always open.'
 'Page created on June 16, 2019.' 'Has 25 likes.' 'Has 25 followers.'
 '647 people checked in here.']",,CSV Seed
Ateiku Christian Hospital,['+233243829107'],,['ateikuchristianhospital.org'],,,,,,,,Box 6 Ateiku,,,Ateiku,Ghana,,,,,,,,,,,,,[],[],"['Located at Box 6 Ateiku, Ateiku, Ghana' 'Phone number +233 24 382 9107'
 'Official website ateikuchristianhospital.org'
 'Facebook page Ateiku Christian Hospital has 1,500 followers'
 'Always open']",,CSV Seed
Atlantic Eye Clinic - ICare,['+233208157400'],,['aecicare.com' 'aecicareoptical.com'],,,,,,,,Green Avenue Street Bojo Beach Road New Aplaku Old Barrier,,,Weija,Ghana,,,,,,,,,Daily Eye Consultations and Treatments; Glaucoma Screening; Eye Surgeries; Refraction and Provision of,,,,"['Daily eye consultations and treatments' 'Glaucoma screening'
 'Eye surgeries' 'Refraction']",[],"['Staff includes ophthalmologists, optometrists, and opticians'
 'Located in Weija, Ghana'
 'Address: Green Avenue Street Bojo Beach Road New Aplaku Old Barrier, Weija, Ghana'
 'Phone: +233 20 815 7400' 'Website: aecicare.com'
 'Website: aecicareoptical.com']",,CSV Seed
Avril Clinic,[],,[],,,,,,,,,,,Akaporiso,Ashanti,,,,,,,,,"Avril Clinic is a private clinic in Ashanti, Akaporiso Ghana.",,,,[],[],"['Private clinic located in Ashanti, Akaporiso, Ghana.'
 'Listed in Doctors and Clinics, Hospitals, Medical Clinics, and Wellness categories on GhanaYello.'
 'Registered with GhanaYello on 12 Apr, 2018.']",,CSV Seed
Awuradze A' Maternity Home,[],,[],,,,,,,,,,,KUMASI,ASHANTI,,,,,,,,,HEALTH CENTRE licensed with a PROVISIONAL licence; PRACTITIONER IN-CHARGE: MADAM GRACE HENRIETTA MARFUL; REGION: ASHANTI; TOWN: KUMASI; DISTRICT: KUMASI METROPOLITAN; DATE OF ISSUE: 2019-09-24; DATE OF EXPIRY: 2020-03-23,,,,[],[],"[""AWURADZE A' MATERNITY HOME is listed as a HEALTH CENTRE with a PROVISIONAL licence.""
 'Licence issued 2019-09-24 and expiry 2020-03-23.'
 'Location: Kumasi, Kumasi Metropolitan District, Ashanti Region.'
 'Practitioner in-charge: MADAM GRACE HENRIETTA MARFUL.']",,CSV Seed
Awuss Health,['+233596674971'],saakalatif111@gmail.com,[],,,,,,,,Airport residential area,,,Accra,Ghana,,,,,,,,,,,,,[],[],"['Awuss Health is a medical & health organization.'
 'Located in Airport Residential Area, Accra, Ghana.'
 'Office phone numbers are +233 59 667 4971 and 0596674971.'
 'Email address is saakalatif111@gmail.com.']",,CSV Seed
Axim Government Hospital,['+233 24-333-981' '+233 24-333-983' '+233 20-630-198' '+233 20-630-197'],,[],,,,,,,,Bokazo,,,Axim,Ghana,,,,,,,,,"Axim Government Hospital is a government primary hospital in Bokazo, P.o. Box 2, Axim Ghana. It offers a general services. This primary hospital is NHIS accredited.",,,,[],[],"['Operates as a government primary hospital'
 'Located in Bokazo, Axim, Ghana' 'NHIS accredited']",,CSV Seed
Ayeduase Health Centre,['+23354591264'],ayedhealthcentre@gmail.com,[],,,,,,,,Ayeduase-Kumasi,,,Kumasi,Ghana,,,,,,,,,We are aimed at promoting good health and ensure access to quality and affordable healthcare.,,,,[],[],"['Located in Ayeduase-Kumasi, Kumasi, Ghana' 'Always open'
 'Aims to promote good health and ensure access to quality and affordable healthcare.']",,CSV Seed
Ayifua Clinic,[],,[],,,,,,,,9 Mowule Street,,,Accra,Ghana,,,,,,,,,,,,,[],[],"['Located at 9 Mowule Street, Nyaniba Estates, Accra, Ghana.']",,CSV Seed
